date,daily_total,dow,week_weekend,device,temp,prcp
2019-02-08,19793,Fri,Weekday,Fitbit,7.7,4.3
2019-02-09,18734,Sat,Weekend,Fitbit,7.9,5.3
2019-02-10,8299,Sun,Weekend,Fitbit,7.3,4.8
2019-02-11,12071,Mon,Weekday,Fitbit,4.5,11.9
2019-02-12,19687,Tue,Weekday,Fitbit,3.6,0
2019-02-13,17444,Wed,Weekday,Fitbit,3.8,0
2019-02-14,17662,Thu,Weekday,Fitbit,5.8,0
2019-02-15,21282,Fri,Weekday,Fitbit,8.2,0
2019-02-16,13385,Sat,Weekend,Fitbit,8,0
2019-02-17,11469,Sun,Weekend,Fitbit,9.4,0
2019-02-18,13728,Mon,Weekday,Fitbit,9.3,0
2019-02-19,11085,Tue,Weekday,Fitbit,7.8,0
2019-02-20,14394,Wed,Weekday,Fitbit,6.7,0
2019-02-21,15310,Thu,Weekday,Fitbit,9.2,0
2019-02-22,11925,Fri,Weekday,Fitbit,8.3,0
2019-02-23,11021,Sat,Weekend,Fitbit,7.9,0
2019-02-24,15071,Sun,Weekend,Fitbit,8,0
2019-02-25,18254,Mon,Weekday,Fitbit,9.7,0
2019-02-26,14419,Tue,Weekday,Fitbit,10.8,0
2019-02-27,12357,Wed,Weekday,Fitbit,10.8,0
2019-02-28,17932,Thu,Weekday,Fitbit,8.7,0
2019-03-01,20430,Fri,Weekday,Fitbit,6.9,1.3
2019-03-02,21383,Sat,Weekend,Fitbit,8.3,2
2019-03-03,16210,Sun,Weekend,Fitbit,11.1,0
2019-03-04,11438,Mon,Weekday,Fitbit,8.7,3
2019-03-05,14194,Tue,Weekday,Fitbit,6.9,4.3
2019-03-06,9015,Wed,Weekday,Fitbit,10,1.8
2019-03-07,12408,Thu,Weekday,Fitbit,8.7,0.5
2019-03-08,11318,Fri,Weekday,Fitbit,7.9,13
2019-03-09,19803,Sat,Weekend,Fitbit,9.6,3.8
2019-03-10,13917,Sun,Weekend,Fitbit,7.9,1
2019-03-11,12680,Mon,Weekday,Fitbit,5.2,10.4
2019-03-12,21554,Tue,Weekday,Fitbit,7,1
2019-03-13,9933,Wed,Weekday,Fitbit,6.6,1
2019-03-14,20403,Thu,Weekday,Fitbit,8.3,2.5
2019-03-15,18446,Fri,Weekday,Fitbit,10.1,14
2019-03-16,20545,Sat,Weekend,Fitbit,10.4,8.1
2019-03-17,8415,Sun,Weekend,Fitbit,6.6,2.5
2019-03-18,14478,Mon,Weekday,Fitbit,5,4.1
2019-03-19,15606,Tue,Weekday,Fitbit,6,0.5
2019-03-20,13434,Wed,Weekday,Fitbit,8.9,0
2019-03-21,21575,Thu,Weekday,Fitbit,9.2,0
2019-03-22,15501,Fri,Weekday,Fitbit,10,0
2019-03-23,18361,Sat,Weekend,Fitbit,9,0
2019-03-24,8181,Sun,Weekend,Fitbit,7.7,0
2019-03-25,13561,Mon,Weekday,Fitbit,7.2,0.5
2019-03-26,15637,Tue,Weekday,Fitbit,7.3,0
2019-03-27,12523,Wed,Weekday,Fitbit,7.7,0
2019-03-28,24020,Thu,Weekday,Fitbit,9,0
2019-03-29,15988,Fri,Weekday,Fitbit,10.5,0
2019-03-30,17897,Sat,Weekend,Fitbit,12.7,0
2019-03-31,12952,Sun,Weekend,Fitbit,8.9,0
2019-04-01,8371,Mon,Weekday,Fitbit,9.1,0
2019-04-02,18171,Tue,Weekday,Fitbit,10.3,0
2019-04-03,2139,Wed,Weekday,Fitbit,6.1,2.8
2019-04-04,5502,Thu,Weekday,Fitbit,5.8,2.8
2019-04-05,23597,Fri,Weekday,Fitbit,7.6,0
2019-04-06,14674,Sat,Weekend,Fitbit,9.9,0
2019-04-07,10417,Sun,Weekend,Fitbit,13.1,0
2019-04-08,11729,Mon,Weekday,Fitbit,10,0
2019-04-09,12765,Tue,Weekday,Fitbit,9.8,0.8
2019-04-10,11165,Wed,Weekday,Fitbit,7.6,5.1
2019-04-11,12944,Thu,Weekday,Fitbit,5.2,0
2019-04-12,12244,Fri,Weekday,Fitbit,4.1,0
2019-04-13,12091,Sat,Weekend,Fitbit,2.6,0
2019-04-14,10562,Sun,Weekend,Fitbit,3.8,0
2019-04-15,16250,Mon,Weekday,Fitbit,8.7,0
2019-04-16,12311,Tue,Weekday,Fitbit,11.9,0
2019-04-17,15925,Wed,Weekday,Fitbit,11.9,0
2019-04-18,17220,Thu,Weekday,Fitbit,14.8,0
2019-04-19,16178,Fri,Weekday,Fitbit,16.7,0
2019-04-20,17066,Sat,Weekend,Fitbit,16.6,0
2019-04-21,8379,Sun,Weekend,Fitbit,16.8,0
2019-04-22,16682,Mon,Weekday,Fitbit,17.7,0
2019-04-23,14613,Tue,Weekday,Fitbit,15.5,0
2019-04-24,14191,Wed,Weekday,Fitbit,15.7,0
2019-04-25,17113,Thu,Weekday,Fitbit,11.6,2.3
2019-04-26,21976,Fri,Weekday,Fitbit,12,2.5
2019-04-27,12180,Sat,Weekend,Fitbit,9.9,0
2019-04-28,12933,Sun,Weekend,Fitbit,8.4,3
2019-04-29,11305,Mon,Weekday,Fitbit,9.7,2.5
2019-04-30,16983,Tue,Weekday,Fitbit,10.8,0
2019-05-01,15359,Wed,Weekday,Fitbit,9.8,0
2019-05-02,18435,Thu,Weekday,Fitbit,9.1,0
2019-05-03,22780,Fri,Weekday,Fitbit,8.8,7.1
2019-05-04,26358,Sat,Weekend,Fitbit,6,4.1
2019-05-05,13928,Sun,Weekend,Fitbit,6.3,7.4
2019-05-06,13158,Mon,Weekday,Fitbit,7,1.3
2019-05-07,20207,Tue,Weekday,Fitbit,9,0.8
2019-05-08,14163,Wed,Weekday,Fitbit,10.1,0
2019-05-09,14530,Thu,Weekday,Fitbit,11.1,1.5
2019-05-10,17892,Fri,Weekday,Fitbit,10.9,1
2019-05-11,15379,Sat,Weekend,Fitbit,10.7,4.8
2019-05-12,18297,Sun,Weekend,Fitbit,9,0.5
2019-05-13,11886,Mon,Weekday,Fitbit,9.5,0
2019-05-14,18860,Tue,Weekday,Fitbit,10.3,0
2019-05-15,10685,Wed,Weekday,Fitbit,11.4,0
2019-05-16,21389,Thu,Weekday,Fitbit,11.7,0
2019-05-17,13975,Fri,Weekday,Fitbit,10.7,0
2019-05-18,27749,Sat,Weekend,Fitbit,13.9,0
2019-05-19,12858,Sun,Weekend,Fitbit,13.7,0
2019-05-20,13091,Mon,Weekday,Fitbit,11.4,1.5
2019-05-21,22193,Tue,Weekday,Fitbit,12.2,0.8
2019-05-22,12896,Wed,Weekday,Fitbit,13.5,0
2019-05-23,20718,Thu,Weekday,Fitbit,16.2,0
2019-05-24,14483,Fri,Weekday,Fitbit,16.3,0
2019-05-25,13254,Sat,Weekend,Fitbit,12.9,0
2019-05-26,15424,Sun,Weekend,Fitbit,14.8,2.5
2019-05-27,13195,Mon,Weekday,Fitbit,15.2,1.5
2019-05-28,18541,Tue,Weekday,Fitbit,11.4,1.8
2019-05-29,11726,Wed,Weekday,Fitbit,13.3,33
2019-05-30,16356,Thu,Weekday,Fitbit,16.7,0
2019-05-31,19018,Fri,Weekday,Fitbit,16.6,0
2019-06-01,24221,Sat,Weekend,Fitbit,20,0
2019-06-02,8367,Sun,Weekend,Fitbit,22.7,0
2019-06-03,13140,Mon,Weekday,Fitbit,17.4,0
2019-06-04,20383,Tue,Weekday,Fitbit,18.5,0
2019-06-05,18846,Wed,Weekday,Fitbit,14.9,2
2019-06-06,11331,Thu,Weekday,Fitbit,13.2,16
2019-06-07,16094,Fri,Weekday,Fitbit,14.2,7.9
2019-06-08,13388,Sat,Weekend,Fitbit,14,0.3
2019-06-09,12592,Sun,Weekend,Fitbit,14.1,1.5
2019-06-10,11138,Mon,Weekday,Fitbit,15.3,0
2019-06-11,14888,Tue,Weekday,Fitbit,14.2,17
2019-06-12,29421,Wed,Weekday,Fitbit,13.9,0.3
2019-06-13,19142,Thu,Weekday,Fitbit,13.9,7.9
2019-06-14,18059,Fri,Weekday,Fitbit,17.2,9.4
2019-06-15,22987,Sat,Weekend,Fitbit,15.9,0.5
2019-06-16,15665,Sun,Weekend,Fitbit,16.3,24.4
2019-06-17,13718,Mon,Weekday,Fitbit,19.2,0
2019-06-18,15402,Tue,Weekday,Fitbit,20.9,0
2019-06-19,10879,Wed,Weekday,Fitbit,19.6,0
2019-06-20,12801,Thu,Weekday,Fitbit,16.8,4.1
2019-06-21,15667,Fri,Weekday,Fitbit,15,0
2019-06-22,28706,Sat,Weekend,Fitbit,16.7,0
2019-06-23,15379,Sun,Weekend,Fitbit,21.6,0
2019-06-24,14287,Mon,Weekday,Fitbit,24.6,0
2019-06-25,11148,Tue,Weekday,Fitbit,25.6,0
2019-06-26,11196,Wed,Weekday,Fitbit,20.1,0
2019-06-27,10529,Thu,Weekday,Fitbit,18.5,0
2019-06-28,14606,Fri,Weekday,Fitbit,18.6,0
2019-06-29,23897,Sat,Weekend,Fitbit,23.7,0
2019-06-30,17450,Sun,Weekend,Fitbit,22.4,0
2019-07-01,9612,Mon,Weekday,Fitbit,18.1,0
2019-07-02,10674,Tue,Weekday,Fitbit,17.2,0
2019-07-03,10343,Wed,Weekday,Fitbit,15.5,0
2019-07-04,10906,Thu,Weekday,Fitbit,16.2,0
2019-07-05,8801,Fri,Weekday,Fitbit,19,0
2019-07-06,19871,Sat,Weekend,Fitbit,19,0
2019-07-07,16004,Sun,Weekend,Fitbit,15.8,0
2019-07-08,12378,Mon,Weekday,Fitbit,13.9,0
2019-07-09,15530,Tue,Weekday,Fitbit,14.7,0
2019-07-10,12537,Wed,Weekday,Fitbit,17.6,0
2019-07-11,13776,Thu,Weekday,Fitbit,19.6,0
2019-07-12,17189,Fri,Weekday,Fitbit,17.6,0
2019-07-13,18504,Sat,Weekend,Fitbit,16.9,11.7
2019-07-14,4246,Sun,Weekend,Fitbit,15.8,0.5
2019-07-15,14919,Mon,Weekday,Fitbit,14.2,0
2019-07-16,12218,Tue,Weekday,Fitbit,15.4,0
2019-07-17,13118,Wed,Weekday,Fitbit,18,0
2019-07-18,12511,Thu,Weekday,Fitbit,18.9,0
2019-07-19,18657,Fri,Weekday,Fitbit,19.9,0
2019-07-20,16722,Sat,Weekend,Fitbit,21.1,0
2019-07-21,22531,Sun,Weekend,Fitbit,19.3,8.4
2019-07-22,11158,Mon,Weekday,Fitbit,21.6,0
2019-07-23,10277,Tue,Weekday,Fitbit,25.8,0
2019-07-24,21246,Wed,Weekday,Fitbit,28.8,0
2019-07-25,14250,Thu,Weekday,Fitbit,29.7,0
2019-07-26,16059,Fri,Weekday,Fitbit,27,0.5
2019-07-27,7899,Sat,Weekend,Fitbit,18.9,3
2019-07-28,17441,Sun,Weekend,Fitbit,17.2,37.3
2019-07-29,15171,Mon,Weekday,Fitbit,19.2,7.1
2019-07-30,14262,Tue,Weekday,Fitbit,20.9,0
2019-07-31,21497,Wed,Weekday,Fitbit,18.2,0
2019-08-01,14849,Thu,Weekday,Fitbit,18.8,0
2019-08-02,21552,Fri,Weekday,Fitbit,18.2,0
2019-08-03,8732,Sat,Weekend,Fitbit,18.2,3.8
2019-08-04,15271,Sun,Weekend,Fitbit,20.2,0
2019-08-05,18407,Mon,Weekday,Fitbit,21.6,0
2019-08-06,10741,Tue,Weekday,Fitbit,19.8,0
2019-08-07,17487,Wed,Weekday,Fitbit,19.6,0
2019-08-08,14645,Thu,Weekday,Fitbit,19.1,0
2019-08-09,9093,Fri,Weekday,Fitbit,21.2,0
2019-08-10,30658,Sat,Weekend,Fitbit,21,1.3
2019-08-11,12363,Sun,Weekend,Fitbit,17.5,0
2019-08-12,14221,Mon,Weekday,Fitbit,15.8,0
2019-08-13,15693,Tue,Weekday,Fitbit,14.2,7.9
2019-08-14,21082,Wed,Weekday,Fitbit,15.7,1
2019-08-15,15411,Thu,Weekday,Fitbit,17.8,3.6
2019-08-16,16025,Fri,Weekday,Fitbit,17.6,2.3
2019-08-17,20965,Sat,Weekend,Fitbit,17.7,0
2019-08-18,16221,Sun,Weekend,Fitbit,16.7,3
2019-08-19,14,Mon,Weekday,Fitbit,16.5,9.4
2019-08-20,13823,Tue,Weekday,Fitbit,16.2,0
2019-08-21,15054,Wed,Weekday,Fitbit,16.4,0
2019-08-22,9088,Thu,Weekday,Fitbit,18.2,0
2019-08-23,31673,Fri,Weekday,Fitbit,19.4,0
2019-08-24,24354,Sat,Weekend,Fitbit,22,0
2019-08-25,21173,Sun,Weekend,Fitbit,23.2,0
2019-08-26,13974,Mon,Weekday,Fitbit,23.8,0
2019-08-27,19505,Tue,Weekday,Fitbit,25.7,0
2019-08-28,11803,Wed,Weekday,Fitbit,23.2,0
2019-08-29,16807,Thu,Weekday,Fitbit,18.9,1.8
2019-08-30,12911,Fri,Weekday,Fitbit,17.5,1.8
2019-08-31,16554,Sat,Weekend,Fitbit,20.4,0
2019-09-01,14414,Sun,Weekend,Fitbit,16.8,1
2019-09-02,12967,Mon,Weekday,Fitbit,15.4,0
2019-09-03,17470,Tue,Weekday,Fitbit,15.9,0
2019-09-04,10349,Wed,Weekday,Fitbit,15.9,0
2019-09-05,15262,Thu,Weekday,Fitbit,13.1,3
2019-09-06,21331,Fri,Weekday,Fitbit,13.6,1.5
2019-09-07,20598,Sat,Weekend,Fitbit,13.9,0
2019-09-08,18647,Sun,Weekend,Fitbit,13.3,3.6
2019-09-09,14585,Mon,Weekday,Fitbit,12.3,0
2019-09-10,14856,Tue,Weekday,Fitbit,14.4,0
2019-09-11,14593,Wed,Weekday,Fitbit,15.5,0
2019-09-12,21222,Thu,Weekday,Fitbit,19.4,1.5
2019-09-13,12152,Fri,Weekday,Fitbit,17.9,0.3
2019-09-14,20488,Sat,Weekend,Fitbit,15.7,0
2019-09-15,18226,Sun,Weekend,Fitbit,16.6,0
2019-09-16,14787,Mon,Weekday,Fitbit,16.3,0
2019-09-17,18344,Tue,Weekday,Fitbit,14.2,0
2019-09-18,16015,Wed,Weekday,Fitbit,11.6,0
2019-09-19,25132,Thu,Weekday,Fitbit,11.4,0
2019-09-20,18706,Fri,Weekday,Fitbit,12.6,0
2019-09-21,22643,Sat,Weekend,Fitbit,16.5,0
2019-09-22,4815,Sun,Weekend,Fitbit,19.7,0
2019-09-23,21902,Mon,Weekday,Fitbit,16.3,3.8
2019-09-24,7983,Tue,Weekday,Fitbit,15.1,0
2019-09-25,29023,Wed,Weekday,Fitbit,14.9,11.2
2019-09-26,14856,Thu,Weekday,Fitbit,15.9,0.5
2019-09-27,16946,Fri,Weekday,Fitbit,15.4,5.6
2019-09-28,25174,Sat,Weekend,Fitbit,14.4,0.5
2019-09-29,16934,Sun,Weekend,Fitbit,15.3,8.4
2019-09-30,15746,Mon,Weekday,Fitbit,14.6,9.7
2019-10-01,17223,Tue,Weekday,Fitbit,15.7,1.5
2019-10-02,12785,Wed,Weekday,Fitbit,10.4,18.8
2019-10-03,19205,Thu,Weekday,Fitbit,10.4,2
2019-10-04,12976,Fri,Weekday,Fitbit,11.9,0
2019-10-05,18739,Sat,Weekend,Fitbit,10.1,4.3
2019-10-06,18374,Sun,Weekend,Fitbit,11.1,0.5
2019-10-07,11825,Mon,Weekday,Fitbit,10.7,10.7
2019-10-08,9981,Tue,Weekday,Fitbit,13.2,1.8
2019-10-09,9262,Wed,Weekday,Fitbit,11.5,3.8
2019-10-10,17966,Thu,Weekday,Fitbit,12.4,1.3
2019-10-11,11169,Fri,Weekday,Fitbit,14.7,0
2019-10-12,17265,Sat,Weekend,Fitbit,15.8,0
2019-10-13,16653,Sun,Weekend,Fitbit,18.4,0
2019-10-14,16599,Mon,Weekday,Fitbit,16.9,0.5
2019-10-15,14892,Tue,Weekday,Fitbit,14.4,0.5
2019-10-16,10024,Wed,Weekday,Fitbit,12.7,0.5
2019-10-17,19647,Thu,Weekday,Fitbit,13.3,10.4
2019-10-18,16365,Fri,Weekday,Fitbit,12.8,0.3
2019-10-19,19206,Sat,Weekend,Fitbit,11.7,1.5
2019-10-20,12591,Sun,Weekend,Fitbit,10.4,2.8
2019-10-21,15979,Mon,Weekday,Fitbit,11.7,3.8
2019-10-22,10373,Tue,Weekday,Fitbit,12.3,6.1
2019-10-23,7150,Wed,Weekday,Fitbit,12.9,0
2019-10-24,12392,Thu,Weekday,Fitbit,15.1,0
2019-10-25,25673,Fri,Weekday,Fitbit,13.5,0
2019-10-26,12369,Sat,Weekend,Fitbit,16.4,0
2019-10-27,17706,Sun,Weekend,Fitbit,9.4,2.5
2019-10-28,13035,Mon,Weekday,Fitbit,7.8,5.6
2019-10-29,19279,Tue,Weekday,Fitbit,7.2,0
2019-10-30,13579,Wed,Weekday,Fitbit,4.6,0
2019-10-31,9245,Thu,Weekday,Fitbit,4.1,0
2019-11-01,23812,Fri,Weekday,Fitbit,9.7,0
2019-11-02,24574,Sat,Weekend,Fitbit,13.1,7.6
2019-11-03,16040,Sun,Weekend,Fitbit,10.7,3.3
2019-11-04,15048,Mon,Weekday,Fitbit,10.4,7.1
2019-11-05,15228,Tue,Weekday,Fitbit,8.8,0.3
2019-11-06,9716,Wed,Weekday,Fitbit,8.6,0
2019-11-07,18544,Thu,Weekday,Fitbit,7.4,1.3
2019-11-08,23527,Fri,Weekday,Fitbit,5.6,5.1
2019-11-09,18303,Sat,Weekend,Fitbit,5.7,0
2019-11-10,21826,Sun,Weekend,Fitbit,4.1,0.5
2019-11-11,20596,Mon,Weekday,Fitbit,5.6,0
2019-11-12,14300,Tue,Weekday,Fitbit,5,2.8
2019-11-13,10984,Wed,Weekday,Fitbit,6.4,1
2019-11-14,17979,Thu,Weekday,Fitbit,5.4,1
2019-11-15,8734,Fri,Weekday,Fitbit,3.6,0.5
2019-11-16,19967,Sat,Weekend,Fitbit,3.9,0
2019-11-17,18231,Sun,Weekend,Fitbit,3.8,0
2019-11-18,15828,Mon,Weekday,Fitbit,5.3,0
2019-11-19,21928,Tue,Weekday,Fitbit,3.9,4.1
2019-11-20,14006,Wed,Weekday,Fitbit,1.6,0
2019-11-21,18809,Thu,Weekday,Fitbit,1.4,0
2019-11-22,17728,Fri,Weekday,Fitbit,7.5,0
2019-11-23,18631,Sat,Weekend,Fitbit,6,0
2019-11-24,20797,Sun,Weekend,Fitbit,6.3,0
2019-11-25,15892,Mon,Weekday,Fitbit,8.2,0
2019-11-26,16212,Tue,Weekday,Fitbit,10.3,0.5
2019-11-27,13634,Wed,Weekday,Fitbit,10.4,8.9
2019-11-28,18229,Thu,Weekday,Fitbit,9.4,4.1
2019-11-29,14266,Fri,Weekday,Fitbit,6.4,5.1
2019-11-30,24318,Sat,Weekend,Fitbit,3,0
2019-12-01,10492,Sun,Weekend,Fitbit,1.3,0
2019-12-02,17419,Mon,Weekday,Fitbit,3.6,0
2019-12-03,13981,Tue,Weekday,Fitbit,3,0
2019-12-04,15164,Wed,Weekday,Fitbit,2.1,0
2019-12-05,24360,Thu,Weekday,Fitbit,0.8,0
2019-12-06,16778,Fri,Weekday,Fitbit,5.4,0
2019-12-07,22707,Sat,Weekend,Fitbit,8.9,6.1
2019-12-08,14112,Sun,Weekend,Fitbit,9.2,0
2019-12-09,12259,Mon,Weekday,Fitbit,6.6,8.6
2019-12-10,17231,Tue,Weekday,Fitbit,4.5,7.6
2019-12-11,14085,Wed,Weekday,Fitbit,5.6,0
2019-12-12,19357,Thu,Weekday,Fitbit,4.2,3.3
2019-12-13,16942,Fri,Weekday,Fitbit,5.7,3.6
2019-12-14,15523,Sat,Weekend,Fitbit,6.4,7.1
2019-12-15,15496,Sun,Weekend,Fitbit,7.4,3.8
2019-12-16,9562,Mon,Weekday,Fitbit,7.3,3.6
2019-12-17,8332,Tue,Weekday,Fitbit,11.4,0.3
2019-12-18,13342,Wed,Weekday,Fitbit,7.7,0.5
2019-12-19,10957,Thu,Weekday,Fitbit,11.9,0
2019-12-20,17974,Fri,Weekday,Fitbit,10.9,0
2019-12-21,25775,Sat,Weekend,Fitbit,7.6,1.3
2019-12-22,16347,Sun,Weekend,Fitbit,8.1,1
2019-12-23,15269,Mon,Weekday,Fitbit,7.8,10.9
2019-12-24,21517,Tue,Weekday,Fitbit,8.8,1.5
2019-12-25,13073,Wed,Weekday,Fitbit,6.8,0.5
2019-12-26,24376,Thu,Weekday,Fitbit,3.9,1
2019-12-27,11586,Fri,Weekday,Fitbit,6.1,2
2019-12-28,23301,Sat,Weekend,Fitbit,3.2,3.3
2019-12-29,16132,Sun,Weekend,Fitbit,1.5,0
2019-12-30,9786,Mon,Weekday,Fitbit,5.2,0
2019-12-31,19507,Tue,Weekday,Fitbit,3.3,0
2020-01-01,16903,Wed,Weekday,Fitbit,1.9,0
2020-01-02,16707,Thu,Weekday,Fitbit,4.1,0
2020-01-03,18046,Fri,Weekday,Fitbit,8.3,0
2020-01-04,18262,Sat,Weekend,Fitbit,5.4,4.3
2020-01-05,16172,Sun,Weekend,Fitbit,6.4,0
2020-01-06,12009,Mon,Weekday,Fitbit,5.5,0
2020-01-07,16923,Tue,Weekday,Fitbit,6.9,1
2020-01-08,11248,Wed,Weekday,Fitbit,10.7,0
2020-01-09,18335,Thu,Weekday,Fitbit,11.7,3.6
2020-01-10,12539,Fri,Weekday,Fitbit,7.3,1.8
2020-01-11,30260,Sat,Weekend,Fitbit,5.2,6.1
2020-01-12,13528,Sun,Weekend,Fitbit,7.1,0
2020-01-13,13355,Mon,Weekday,Fitbit,7.6,0.3
2020-01-14,17061,Tue,Weekday,Fitbit,10.6,0.3
2020-01-15,11509,Wed,Weekday,Fitbit,9.6,1.8
2020-01-16,24754,Thu,Weekday,Fitbit,7.6,1.5
2020-01-17,18236,Fri,Weekday,Fitbit,8.5,0
2020-01-18,14507,Sat,Weekend,Fitbit,4.2,0.3
2020-01-19,14390,Sun,Weekend,Fitbit,3.6,0
2020-01-20,14115,Mon,Weekday,Fitbit,2.4,0
2020-01-21,18890,Tue,Weekday,Fitbit,-0.7,0
2020-01-22,10282,Wed,Weekday,Fitbit,1.1,0
2020-01-23,16061,Thu,Weekday,Fitbit,2.6,0
2020-01-24,18519,Fri,Weekday,Fitbit,1.4,0
2020-01-25,16309,Sat,Weekend,Fitbit,1.6,0
2020-01-26,14876,Sun,Weekend,Fitbit,6.1,0
2020-01-27,11380,Mon,Weekday,Fitbit,8.2,5.1
2020-01-28,17587,Tue,Weekday,Fitbit,5.1,7.1
2020-01-29,14698,Wed,Weekday,Fitbit,5.1,0
2020-01-30,15210,Thu,Weekday,Fitbit,8.1,0
2020-01-31,16098,Fri,Weekday,Fitbit,11.2,3
2020-02-01,20025,Sat,Weekend,Fitbit,10.7,0
2020-02-02,20935,Sun,Weekend,Fitbit,9.9,10.2
2020-02-03,13215,Mon,Weekday,Fitbit,9.6,2
2020-02-04,21399,Tue,Weekday,Fitbit,5.4,10.4
2020-02-05,19961,Wed,Weekday,Fitbit,5.1,3.8
2020-02-06,19164,Thu,Weekday,Fitbit,4.3,0
2020-02-07,17104,Fri,Weekday,Fitbit,4.2,0
2020-02-08,19242,Sat,Weekend,Fitbit,8.1,0
2020-02-09,19836,Sun,Weekend,Fitbit,9.8,1.5
2020-02-10,11220,Mon,Weekday,Fitbit,7.9,3.3
2020-02-11,16249,Tue,Weekday,Fitbit,5.7,3.6
2020-02-12,13068,Wed,Weekday,Fitbit,4.8,0.3
2020-02-13,16189,Thu,Weekday,Fitbit,6.4,0
2020-02-14,14835,Fri,Weekday,Fitbit,7.5,6.3
2020-02-15,22923,Sat,Weekend,Fitbit,10,0.3
